,sunb_name,contents_origin,ingd_code
6284,황산카나마이신에시드(Kanamycin Acid Sulphate),,
6285,카나마이신황산염(Kanamycin Sulfate),,
6286,카올린(Kaolin),,
6287,카바(Kava),,
6288,케토페닐부타존(Ketophenylbutazone),,
6289,케루아미드(Keluamid),,
6290,케라시아닌(Keracyanin),,
6291,케라티네이즈(Keratinase),,
6292,케로센(Kerosene),,
6293,케타민염산염(Ketamine Hydrochloride),,
6294,케탄세린(Ketanserin),,
6295,케탄세린타르타르산염(Ketanserin Tartrate),,
6296,케타졸람(Ketazolam),,
6297,케토베미돈염산염(Ketobemidone Hydrochloride),,
6298,케토코나졸(Ketoconazole),충분한 음식물과 함께 복용하면 이 약의 흡수율을 높일 수 있어요.,
6299,케토코나졸(Ketoconazole),"위산이 부족한 경우, 콜라와 함께 복용하면 이 약의 흡수에 도움이 될 수 있어요.",
6300,케토코나졸(Ketoconazole),칼슘 또는 마그네슘 보충제 복용시 이 약 복용 최소 1시간 이전 또는 2시간 이후에 복용하세요.,
6301,케토코나졸(Ketoconazole),마그네슘 또는 알루미늄 함유 제산제 복용시 이 약 복용 최소 1시간 이전 또는 2시간 이후에 복용하세요.,
6302,케토프로펜(Ketoprofen),"이 약을 음식물과 함께 복용시 약의 흡수가 느려질 수 있으나 위장장애가 있을 시, 식사와 함께 복용할 수 있어요.",
6303,케토프로펜(Ketoprofen),음주를 삼가세요. 위장관 출혈과 간손상의 위험성이 커질 수 있어요.,
6304,케토프로펜(Ketoprofen),"{{카페인}} 복용시 주의하세요. 위산역류, 위장관 출혈의 위험성이 커질 수 있어요.",
6305,케토프로펜(Ketoprofen),"마늘, 생강, 인삼, 은행엽은 피를 묽게 하여 출혈의 위험성을 높일 수 있으니 과량 섭취에 주의하세요.",
6306,케토프로펜(Ketoprofen),충분한 물과 함께 복용하세요.,
6307,케토프로펜(Ketoprofen),"매일 세 잔이상의 술이나 알코올 음료를 마시는 사람은 위출혈이 생길 수 있으니 복용 전 의사, 약사와 상의하세요. ",
6308,케토롤락트로메타민염(Ketorolac Tromethamine),,
6309,케토티펜푸마르산염(Ketotifen Fumarate),,
6310,크헬린(Khellin),,
6311,킨켈리바(Kinkeliba),,
6312,키타사마이신(Kitasamycin),,
6313,폐렴간균당단백질(Klebsiella Pneumoniae Glycoprotein),,
6314,코즈산(Kojic Acid),,
6315,크레비오젠(Krebiozen),,
6316,크립톤(81mKr)(Krypton(81mKr)),,
6317,크립톤-85(Krypton-85),,
6318,크베임항원(Kveim Antigen),,
6319,라베탈롤염산염(Labetalol Hydrochloride),음주를 삼가세요. 음주시 이 약의 부작용(심장박동과 호흡의 느려짐 등)이 심해질 수 있어요.,
6320,라부넘(Laburnum),,
6321,염화라케신(Lachesine Chloride),,
6322,라시디핀(Lacidipine),,
6323,락트산(Lactic Acid),,
6324,젖산생산유기체(Lactic-acid-producing Organisms),,
6325,락티톨수화물(Lactitol Monohydrate),,
6326,락토마이신(Lactomicin),,
6327,유당수화물(Lactose Hydrate),,
6328,락툴로오스(Lactulose),충분한 물과 함께 복용하세요.,
6329,락툴로오스(Lactulose),마그네슘 또는 알루미늄 함유 제산제 복용시 이 약의 흡수가 저해될 수 있어요.,
6330,락툴로오스(Lactulose),칼슘 또는 마그네슘 보충제 복용시 이 약의 흡수가 저해될 수 있어요.,
6331,레트릴(Laetrile),,
6332,라푸티딘(Lafutidine),,
6333,라미피반(Lamifiban),,
6334,라미나리아(Laminaria),,
6335,라미부딘(Lamivudine),식사와 관계없이 복용할 수 있어요. ,
6336,라모트리진(Lamotrigine),식사와 관계없이 복용할 수 있어요. ,
6337,라모트리진(Lamotrigine),"음주를 삼가세요. 음주시 이 약의 부작용(졸음, 어지러움증)이 심해질 수 있어요.",
6338,라나토시드C(Lanatoside C),,
6339,염산란디올롤(Landiolol Hydrochloride),,
6340,라노코나졸(Lanoconazole),,
6341,라노테플레이즈(Lanoteplase),,
6342,란레오티드아세테이트(Lanreotide Acetate),,
6343,란소프라졸(Lansoprazole),식전 30분~1시간에 복용하는 것이 가장 좋아요. ,
6344,란소프라졸(Lansoprazole),"음주와 흡연을 삼가세요. 알코올과 니코틴은 위벽을 자극하여 위궤양, 가슴쓰림, 위산역류 등을 유발할 수 있어요.",
6345,란소프라졸(Lansoprazole),{{카페인}} 복용시 주의하세요. 카페인은 하부식도괄약근을 느슨하게 하여 위산역류 등을 유발할 수 있어요.,
6346,란소프라졸(Lansoprazole),"마늘, 양파 등 자극성이 강한 식품은 위장장애를 유발하여 약효를 상쇄시킬 수 있으니 섭취에 주의하세요.",
6347,란소프라졸(Lansoprazole),이 약은 비타민 B의 고갈을 일으킬 수 있어요. 보충제의 복용이 도움을 줄 수 있어요.,
6348,란소프라졸(Lansoprazole),이 약은 식품이나 칼슘 보충제로부터의 칼슘 흡수를 저해하므로 골다공증에 주의하세요.,
6349,란소프라졸(Lansoprazole),캡슐을 열고 오렌지쥬스와 같은 산성쥬스와 함께 복용할 수 있어요.,
6350,란소프라졸(Lansoprazole),캡슐을 개봉하여 약 알맹이를 씹어 먹으면 안돼요.,
6351,우방근(Arctii Radix),,
6352,브롬화수소산라파코니틴(Lappaconitine Hydrobromide),,
6353,라로니다제(Laronidase),,
6354,라사로시드(Lasalocid),,
6355,라살로시드나트륨(Lasalocid Sodium),,
6356,라타목세프나트륨(Latamoxef Sodium),,
6357,라타노프로스트(Latanoprost),,
6358,라우로카프람(Laurocapram),,
6359,라벤더화(Lavender Flower),,
6360,라벤더유(Lavender Oil),,
6361,로우손(Lawsone),,
6362,라자베미드(Lazabemide),,
6363,납(Lead),,
6364,대두레시틴(Soya Lecithin),,
6365,수질(Hirudo),,
6366,염산레페타민(Lefetamine Hydrochloride),,
6367,레플루노미드(Leflunomide),,
6368,리슈만편모충증백신(Leishmaniasis Vaccines),,
6369,리슈마닌(Leishmanin),,
6370,레몬(Lemon),,
6371,레몬그라스유(Lemon Grass Oil),,
6372,레몬유(Lemon Oil),,
6373,방취목(Lemon Verbena),,
6374,렌암피실린염산염(Lenampicillin Hydrochloride),,
6375,"유전자재조합과립구콜로니자극인자,레노그라스팀(Recombinant Granulocyte Colony Stimulating Factor(G-CSF), Lenograstim)",,
6376,렌티난(Lentinan),,
6377,레피루딘(Lepirudin),,
6378,레프로민(Lepromin),,
6379,나병백신(Leprosy Vaccines),,
6380,렙틴(Leptin),,
6381,렙토스피라항독소(Leptospira Antisera),,
6382,렙토스피라백신(Leptospira Vaccine),,
6383,레르카니디핀염산염(Lercanidipine Hydrochloride),,
6384,레르델리무맙(Lerdelimumab),,
6385,메실산레르고트릴(Lergotrile Mesilate),,
6386,레토스테인(Letosteine),,
6387,레트라주릴(Letrazuril),,
6388,레트로졸(Letrozole),,
6389,수크랄로스(Sucralose),,
6390,백당(Sucrose),,
6391,자당지방산에스테르(Sucrose Esters),,
6392,수크로즈옥타아세테이트(Sucrose Octa-acetate),,
6393,수크로즈폴리에스테르(Sucrose Polyesters),,
6394,수디스마제(Sudismase),,
6395,수펜타닐(Sufentanil),,
6396,수펜타닐시트르산염(Sufentanil Citrate),,
6397,설박탐(Sulbactam),,
6398,설박탐나트륨(Sulbactam Sodium),,
6399,설베니실린나트륨(Sulbenicillin Sodium),,
6400,설벤틴(Sulbentine),,
6401,설부티아민(Sulbutiamine),,
6402,설코나졸질산염(Sulconazole Nitrate),,
6403,헤파란설페이트(Heparitin Sulfate),,
6404,소듐술레파로이드(Suleparoid Sodium),,
6405,설파벤자미드(Sulfabenzamide),,
6406,설파카르바미드(Sulfacarbamide),,
6407,설파아세타미드(Sulfacetamide),,
6408,설파세타미드나트륨수화물(Sulfacetamide Sodium Hydrate),,
6409,설파클로르피리다진(Sulfachlorpyridazine),,
6410,설파크리소이딘(Sulfachrysoidine),,
6411,설파클로진(Sulfaclozine),,
6412,설파사이틴(Sulfacytine),,
6413,소듐설파디아설폰(Sulfadiasulfone Sodium),,
6414,설파디아진(Sulfadiazine),,
6415,설파디아진은(Silver Sulfadiazine),,
6416,설파디아진나트륨(Sulfadiazine Sodium),,
6417,설파디크라미드(Sulfadicramide),,
6418,설파디메톡신(Sulfadimethoxine),,
6419,설파메타진(Sulfamethazine),,
6420,설파디미딘나트륨(Sulfadimidine Sodium),,
6421,설파독신(Sulfadoxine),,
6422,설피속사졸(Sulfisoxazole),,
6423,설파푸라졸디올아민(Sulfafurazole Diolamine),,
6424,설파구아니딘(Sulfaguanidine),,
6425,설파구아놀(Sulfaguanole),,
6426,설파마존나트륨(Sulfamazone Sodium),,
6427,설파메라진(Sulfamerazine),,
6428,설파메라진나트륨(Sulfamerazine Sodium),,
6429,설파메티졸(Sulfamethizole),,
6430,설파메톡사졸(Sulfamethoxazole),,
6431,설파메톡시피리다진(Sulfamethoxypyridazine),,
6432,설파메칠티아졸(Sulfamethylthiazole),,
6433,설팔렌(Sulfalene),,
6434,설파메트롤(Sulfametrole),,
6435,설파모노메톡신수화물(Sulfamonomethoxine Hydrate),,
6436,설파목솔(Sulfamoxole),,
6437,설파닐아미드(Sulfanilamide),,
6438,설파니트란(Sulfanitran),,
6439,설파페린(Sulfaperin),,
6440,설파피리딘(Sulfapyridine),,
6441,설파퀴녹살린(Sulfaquinoxaline),,
6442,설파살라진(Sulfasalazine),,
6443,설파석신아미드(Sulfasuccinamide),,
6444,황산피마자유(Sulfated Castor Oil),,
6445,설파티아졸(Sulfathiazole),,
6446,설파티아졸나트륨(Sulfathiazole Sodium),,
6447,설파톨라미드(Sulfatolamide),,
6448,설파트록사졸(Sulfatroxazole),,
6449,설핀피라존(Sulfinpyrazone),,
6450,설피람(Sulfiram),,
6451,설피소미딘(Sulfisomidine),,
6452,"설파이트,설퍼다이옥사이드(Sulfites and Sulfur Dioxide)",,
6453,설포브로모프탈레인나트륨(Sulfobromophthalein Sodium),,
6454,구아야콜설폰산칼륨(Potassium Guaiacolsulfonate),,
6455,설포닐유레아항당뇨제(Sulfonylurea Antidiabetics),,
6456,설포리다진(Sulforidazine),,
6457,황(Sulfur),,
6458,이산화황(Sulfur Dioxide),,
6459,설파헥사플루오라이드(Sulfur Hexafluoride),,
6460,설퍼-35(Sulfur-35),,
6461,설퍼레이티드라임(Sulfurated Lime),,
6462,황화칼륨(Sulfurated Potash),,
6463,황산(Sulphuric Acid),,
6464,설글리코타이드(Sulglicotide),,
6465,설린닥(Sulindac),,
6466,소듐설리사틴(Sulisatin Sodium),,
6467,벤조페논-4(Benzophenone-4),,
6468,설마졸(Sulmazole),,
6469,수록티딜(Suloctidil),,
6470,설로덱시드(Sulodexide),,
6471,설로페누르(Sulofenur),,
6472,설로트로반(Sulotroban),,
6473,설판블루(Sulphan Blue),,
6474,설파스페나민(Sulpharsphenamine),,
6475,설피리드(Sulpiride),,
6476,설프로스톤(Sulprostone),,
6477,설타미실린(Sultamicillin),,
6478,설타미실린토실산염수화물(Sultamicillin Tosilate Hydrate),,
6479,설티암(Sultiame),,
6480,설토프리드염산염(Sultopride Hydrochloride),,
6481,안식향(Benzoin),,
6482,수마트립탄숙신산염(Sumatriptan Succinate),음주를 삼가세요.,
6483,수마트립탄숙신산염(Sumatriptan Succinate),식사와 관계없이 복용할 수 있어요.,
6484,해바라기유(Sunflower Oil),,
6485,선셋옐로우FCF(Sunset Yellow FCF),,
6486,수퍼옥시드디스무타제(Superoxide Dismutase),,
6487,서플라타스트토실레이트(Suplatast Tosilate),,
6488,부신피질(Suprarenal Cortex),,
6489,수프로펜(Suprofen),,
6490,서라민나트륨(Suramin Sodium),,
6491,서지본(Surgibone),,
6492,서리클론(Suriclone),,
6493,수로나크린말레이트(Suronacrine Maleate),,
6494,수틸라인(Sutilains),,
6495,숙사메토늄염화물수화물(Suxamethonium Chloride Hydrate),,
6496,석사미도필린(Suxamidofylline),,
6497,숙시부존(Suxibuzone),,
6498,오렌지(Sweet Orange),,
6499,오렌지유(Orange Oil),,
6500,사이로싱고핀(Syrosingopine),,
6501,에칠 N-디메칠포스포라미도시아니데이트(Ethyl N-dimethylphosphoramidocyanidate),,
6502,타칼시톨(Tacalcitol),,
6503,타크린염산염수화물(Tacrine Hydrochloride Hydrate),,
6504,타크로리무스수화물(Tacrolimus Hydrate),공복시 복용 또는 식후 복용을 일관되게 하세요. 음식물이 이 약의 흡수에 영향을 미칠 수 있어요.,
6505,타크로리무스수화물(Tacrolimus Hydrate),자몽주스 섭취를 피하세요. 이 약의 혈중농도가 상승할 수 있어요.,
6506,타크로리무스수화물(Tacrolimus Hydrate),알루미늄 또는 마그네슘을 함유한 제산제 복용시 주의하세요. 이 약의 혈중농도가 상승할 수 있어요.,
6507,타크로리무스수화물(Tacrolimus Hydrate),음주를 삼가세요.,
6508,타다라필(Tadalafil),,
6509,타페노퀸(Tafenoquine),,
6510,암피실린프탈리딜염산염(Ampicillinphthalidyl Hydrochloride),,
6511,탈암피실린나프실레이트(Talampicillin Napsilate),,
6512,탈부탈(Talbutal),,
6513,탈리놀롤(Talinolol),,
6514,염산탈리펙솔(Talipexole Hydrochloride),,
6515,탈티렐린(Taltirelin),,
6516,탈비랄린(Talviraline),,
6517,타마린드(Tamarind),,
6518,염산타메트랄린(Tametraline Hydrochloride),,
6519,타목시펜시트르산염(Tamoxifen Citrate),식사와 관계없이 복용할 수 있어요. ,
6520,타목시펜시트르산염(Tamoxifen Citrate),음주를 삼가세요.,
6521,탐스로신염산염(Tamsulosin Hydrochloride),,
6522,염산탄다민(Tandamine Hydrochloride),,
6523,탄도스피론시트르산염(Tandospirone Citrate),,
6524,탄닌산(Tannic Acid),,
6525,탄지(Tansy),,
6526,타르(Tar),,
6527,타르에시드(Tar Acids),,
6528,포공영(Dandelion),,
6529,타르지닌(Targinine),,
6530,"타르, 타르유(Tars and Tar Oils)",,
6531,타르타르산(Tartaric Acid),,
6532,타트라진(Tartrazine),,
6533,타소네르민(Tasonermin),,
6534,타소사탄(Tasosartan),,
6535,타설딘(Tasuldine),,
6536,타우린(Taurine),,
6537,타우로리딘(Taurolidine),,
6538,타우로무스틴(Tauromustine),,
6539,타자로텐(Tazarotene),,
6540,염산타지필린(Tazifylline Hydrochloride),,
6541,염산타지프리논(Taziprinone Hydrochloride),,
6542,타조박탐나트륨(Tazobactam Sodium),,
6543,테아서프린(Teasuprine),,
6544,테그네튬-99m(Technetium-99m),,
6545,테클로티아지드칼륨(Teclothiazide Potassium),,
6546,테클로잔(Teclozan),,
6547,테파졸린(Tefazoline),,
6548,테가푸르(Tegafur),,
6549,말레인산테가세로드(Tegaserod Maleate),,
6550,테이코플라닌(Teicoplanin),,
6551,테렌제핀(Telenzepine),,
6552,텔리트로마이신(Telithromycin),,
6553,텔메스테인(Telmesteine),,
6554,텔미사르탄(Telmisartan),,
6555,염산테록산트론(Teloxantrone Hydrochloride),,
6556,테마플록사신(Temafloxacin),,
6557,염산테마플록사신(Temafloxacin Hydrochloride),,
6558,테마제팜(Temazepam),,
6559,테메포스(Temefos),,
6560,테메라스틴(Temelastine),,
6561,테모카프릴염산염(Temocapril Hydrochloride),,
6562,테모실린(Temocillin),,
6563,테모실린나트륨(Temocillin Sodium),,
6564,테모폴핀(Temoporfin),,
6565,테모졸로미드(Temozolomide),공복시 복용 또는 식후 복용을 일관되게 하세요. 음식물이 이 약의 흡수에 영향을 미칠 수 있어요. 절식 상태에서 복용하면 약의 흡수가 용이해요. ,
6566,텐암페타민(Tenamfetamine),,
6567,테넥테플라제(Tenecteplase),,
6568,테니답나트륨(Tenidap Sodium),,
6569,테닐록사진(Teniloxazine),,
6570,테니포사이드(Teniposide),,
6571,테니트라민(Tenitramine),,
6572,테노포비어(Tenofovir),식사와 관계없이 복용할 수 있어요. ,
6573,테노포비르디소프록실푸마르산염(Tenofovir Disoproxil Fumarate),식사와 관계없이 복용할 수 있어요. ,
6574,테노니트로졸(Tenonitrozole),,
6575,테녹시캄(Tenoxicam),,
6576,테프레논(Teprenone),,
6577,테프로티드(Teprotide),,
6578,테라조신염산염수화물(Terazosin Hydrochloride Hydrate),식사와 관계없이 복용할 수 있어요.,
6579,테르비나핀(Terbinafine),식사와 관계없이 복용할 수 있어요. ,
6580,테르비나핀(Terbinafine),{{카페인}} 복용시 주의하세요. 카페인의 배설이 저하되어 부작용이 심해져요.,
6581,테르비나핀(Terbinafine),미각 또는 후각장애가 나타날 수 있어요. 충분한 영양섭취를 유지하세요.,
6582,테르비나핀(Terbinafine),음주를 삼가세요. 간독성의 위험성이 높아져요.,
6583,테르비나핀(Terbinafine),자몽주스 섭취를 피하세요.,
6584,테르비나핀염산염(Terbinafine Hydrochloride),식사와 관계없이 복용할 수 있어요. ,
6585,테르비나핀염산염(Terbinafine Hydrochloride),{{카페인}} 복용시 주의하세요. 카페인의 배설이 저하되어 부작용이 심해져요.,
6586,테르비나핀염산염(Terbinafine Hydrochloride),미각 또는 후각장애가 나타날 수 있어요. 충분한 영양섭취를 유지하세요.,
6587,테르비나핀염산염(Terbinafine Hydrochloride),음주를 삼가세요. 간독성의 위험성이 높아져요.,
6588,테르비나핀염산염(Terbinafine Hydrochloride),자몽주스 섭취를 피하세요.,
6589,테르부탈린황산염(Terbutaline Sulfate),,
6590,테르코나졸(Terconazole),,
6591,테르페나딘(Terfenadine),,
6592,테르구리드(Terguride),,
6593,테리파라타이드(Teriparatide),,
6594,테리파라티드아세테이트(Teriparatide Acetate),,
6595,테리지돈(Terizidone),,
6596,테를리프레신(Terlipressin),,
6597,테를리프레신아세트산염(Terlipressin Acetate),,
6598,테르니다졸(Ternidazole),,
6599,염산테로딜린(Terodiline Hydrochloride),,
6600,테르펜리스레몬유(Terpeneless Lemon Oil),,
6601,테르펜리스오렌지유(Terpeneless Orange Oil),,
6602,테르핀수화물(Terpin Hydrate),,
6603,테르피네올(Terpineol),,
6604,테르타톨롤염산염(Tertatolol Hydrochloride),,
6605,터셔리부틸하이드로퀴논(Tertiary Butylhydroquinone),,
6606,염산테스미리펜(Tesmilifene Hydrochloride),,
6607,고환(Testis),,
6608,테스토락톤(Testolactone),,
6609,테스토스테론(Testosterone),,
6610,테스토스테론시피오네이트(Testosterone Cypionate),,
6611,테스토스테론데카노에이트(Testosterone Decanoate),,
6612,테스토스테론에난테이트(Testosterone Enanthate),,
6613,테스토스테론이소카프로에이트(Testosterone Isocaproate),,
6614,테스토스테론페닐프로피오네이트(Testosterone Phenylpropionate),,
6615,테스토스테론프로피오네이트(Testosterone Propionate),,
6616,테스토스테론운데카노에이트(Testosterone Undecanoate),,
6617,파상풍과인플루엔자백신(Tetanus and Influenza Vaccines),,
6618,파상풍과소아마비백신(Tetanus and Poliomyelitis Vaccines),,
6619,파상풍항독소(Tetanus Antitoxins),,
6620,항파상풍사람면역글로불린(Human Tetanus Immunoglobulin),,
6621,테트라베나진(Tetrabenazine),,
6622,테트라브로모크레솔(Tetrabromocresol),,
6623,테트라클로로데카옥사이드(Tetrachlorodecaoxide),,
6624,테트라클로로에탄(Tetrachloroethane),,
6625,테트라클로로에칠렌(Tetrachloroethylene),,
6626,테트라클로르빈포스(Tetrachlorvinphos),,
6627,테트라코삭티드(Tetracosactide),,
6628,테트라사이클린(Tetracycline),공복(식사 1시간 이전 또는 식사 2시간 이후)에 복용하세요.,
6629,테트라사이클린(Tetracycline),이 약을 우유 및 유제품과 함께 복용하지 마세요. 우유 및 유제품 섭취 시에는 이 약과 최소 2시간의 시간간격을 두고 섭취하세요.,
6630,테트라사이클린(Tetracycline),"칼슘, 마그네슘, 알루미늄 함유 제산제 또는 칼슘, 마그네슘, 철, 아연 함유 보충제 복용시 이 약의 흡수가 저해될 수 있어요. 이 약과 최소 2시간의 시간간격을 두고 복용하세요.",
6631,테트라사이클린(Tetracycline),"충분한 물과 함께 복용하세요. 똑바로 서거나 앉은 자세로 복용하고, 특히 취침 직전의 복용은 피하세요. 이 약 복용 후 바로 누울 시 식도궤양을 유발할 수 있어요.",
6632,테트라사이클린(Tetracycline),음주를 삼가세요. 음주시 이 약의 배설이 저해되어 간독성과 부작용이 심해질 수 있어요.,
6633,테트라사이클린염산염(Tetracycline Hydrochloride),공복(식사 1시간 이전 또는 식사 2시간 이후)에 복용하세요.,
6634,테트라사이클린염산염(Tetracycline Hydrochloride),이 약을 우유 및 유제품과 함께 복용하지 마세요. 우유 및 유제품 섭취 시에는 이 약과 최소 2시간의 시간간격을 두고 섭취하세요.,
6635,테트라사이클린염산염(Tetracycline Hydrochloride),"칼슘, 마그네슘, 알루미늄 함유 제산제 또는 칼슘, 마그네슘, 철, 아연 함유 보충제 복용시 이 약의 흡수가 저해될 수 있어요. 이 약과 최소 2시간의 시간간격을 두고 복용하세요.",
6636,테트라사이클린염산염(Tetracycline Hydrochloride),"충분한 물과 함께 복용하세요. 똑바로 서거나 앉은 자세로 복용하고, 특히 취침 직전의 복용은 피하세요. 이 약 복용 후 바로 누울 시 식도궤양을 유발할 수 있어요.",
6637,테트라사이클린염산염(Tetracycline Hydrochloride),음주를 삼가세요. 음주시 이 약의 배설이 저해되어 간독성과 부작용이 심해질 수 있어요.,
6638,테트라사이클린포스페이트복합체(Tetracycline Phosphate complex),공복(식사 1시간 이전 또는 식사 2시간 이후)에 복용하세요.,
6639,테트라사이클린포스페이트복합체(Tetracycline Phosphate complex),이 약을 우유 및 유제품과 함께 복용하지 마세요. 우유 및 유제품 섭취 시에는 이 약과 최소 2시간의 시간간격을 두고 섭취하세요.,
6640,테트라사이클린포스페이트복합체(Tetracycline Phosphate complex),"칼슘, 마그네슘, 알루미늄 함유 제산제 또는 칼슘, 마그네슘, 철, 아연 함유 보충제 복용시 이 약의 흡수가 저해될 수 있어요. 이 약과 최소 2시간의 시간간격을 두고 복용하세요.",
6641,테트라사이클린포스페이트복합체(Tetracycline Phosphate complex),"충분한 물과 함께 복용하세요. 똑바로 서거나 앉은 자세로 복용하고, 특히 취침 직전의 복용은 피하세요. 이 약 복용 후 바로 누울 시 식도궤양을 유발할 수 있어요.",
6642,테트라사이클린포스페이트복합체(Tetracycline Phosphate complex),음주를 삼가세요. 음주시 이 약의 배설이 저해되어 간독성과 부작용이 심해질 수 있어요.,
6643,염산테트라글리신(Tetraglycine Hydroperiodide),,
6644,프탈트린(Phthalthrin),,
6645,테트라메칠암모늄요오드(Tetramethylammonium Iodide),,
6646,염산엘테트리미솔(Tetramisole Hydrochloride),,
6647,테트라소듐메소테트라페닐포르핀설포네이트(Tetrasodium meso-tetraphenylporphinesulfonate),,
6648,테트라제팜(Tetrazepam),,
6649,테트리다민(Tetridamine),,
6650,테트록소프림(Tetroxoprim),,
6651,테트라히드로졸린염산염(Tetrahydrozoline Hydrochloride),,
6652,테조센탄(Tezosentan),,
6653,탈리도마이드(Thalidomide),,
6654,탈륨아세테이트(Thallium Acetate),,
6655,탈륨-201(Thallium-201),,
6656,타우마틴(Thaumatin),,
6657,염산테바콘(Thebacon Hydrochloride),,
6658,테나리딘타르트레이트(Thenalidine Tartrate),,
6659,테늄클로실레이트(Thenium Closilate),,
6660,테노익에시드(Thenoic Acid),,
6661,염산테닐디아민(Thenyldiamine Hydrochloride),,
6662,테오브로마(Theobroma),,
6663,카카오지(Cacao Butter),,
6664,테오브로민(Theobromine),식사와 관계없이 복용할 수 있어요. 식사와 함께 복용하면 위장장애를 줄일 수 있어요.,
6665,테오브로민(Theobromine),"{{카페인}} 복용시 주의하세요. 심장박동수의 증가, 민감성, 떨림, 불안, 흉통, 불면 숨가쁨 등의 부작용이 심해질 수 있어요.",
6666,테오브로민(Theobromine),"중추신경을 자극하는 인삼, 마황, 감초뿌리 복용에 주의하세요. 혈압상승의 위험성이 있어요. ",
6667,테오브로민(Theobromine),"음주를 삼가세요. 음주시 이 약의 효과는 저해되고 부작용(오심, 구토, 두통 등)은 심해질 수 있어요. ",
6668,염산테오드레나린(Theodrenaline Hydrochloride),,
6669,테오필린(Theophylline),식사와 관계없이 복용할 수 있어요. 식사와 함께 복용하면 위장장애를 줄일 수 있어요.,
6670,테오필린(Theophylline),"{{카페인}} 복용시 주의하세요. 심장박동수의 증가, 민감성, 떨림, 불안, 흉통, 불면 숨가쁨 등의 부작용이 심해질 수 있어요. 카페인 섭취량을 급격하게 늘리지 않도록 주의하세요.",
6671,테오필린(Theophylline),"중추신경을 자극하는 인삼, 마황, 감초뿌리 복용에 주의하세요. 혈압상승의 위험성이 있어요. ",
6672,테오필린(Theophylline),"음주를 삼가세요. 한번에 많은 양의 술을 마시면 약물의 배설을 늦추어 이 약의 효과는 저해되고 부작용(오심, 구토, 두통 등)은 심해질 수 있어요. ",
6673,테오필린(Theophylline),"구운 고기, 바비큐 등은 이 약의 분해를 저해할 수 있어요.",
6674,테오필린일수화물(Theophylline Monohydrate),식사와 관계없이 복용할 수 있어요. 식사와 함께 복용하면 위장장애를 줄일 수 있어요.,
6675,테오필린일수화물(Theophylline Monohydrate),"{{카페인}} 복용시 주의하세요. 심장박동수의 증가, 민감성, 떨림, 불안, 흉통, 불면 숨가쁨 등의 부작용이 심해질 수 있어요. 카페인 섭취량을 급격하게 늘리지 않도록 주의하세요.",
6676,테오필린일수화물(Theophylline Monohydrate),"중추신경을 자극하는 인삼, 마황, 감초뿌리 복용에 주의하세요. 혈압상승의 위험성이 있어요. ",
6677,테오필린일수화물(Theophylline Monohydrate),"음주를 삼가세요. 한번에 많은 양의 술을 마시면 약물의 배설을 늦추어 이 약의 효과는 저해되고 부작용(오심, 구토, 두통 등)은 심해질 수 있어요. ",
6678,테오필린일수화물(Theophylline Monohydrate),"구운 고기, 바비큐 등은 이 약의 분해를 저해할 수 있어요.",
6679,티아세타르사미드(Thiacetarsamide),,
6680,소듐티알바비탈(Thialbarbital Sodium),,
6681,티아마졸(Thiamazole),,
6682,티암부토신(Thiambutosine),,
6683,티아민염산염(Thiamine Hydrochloride),,
6684,티암페니콜(Thiamphenicol),,
6685,티암페니콜글리시네이트염산염(Thiamphenicol Glycinate Hydrochloride),,
6686,티아밀랄나트륨(Thiamylal Sodium),,
6687,티아지나미움메칠설페이트(Thiazinamium Metilsulfate),,
6688,티아조설폰(Thiazosulfone),,
6689,티에칠페라진(Thiethylperazine),,
6690,티에칠페라진말레이트(Thiethylperazine Malate),,
6691,티에틸페라진말레산염(Thiethylperazine Maleate),,
6692,티오아세타존(Thioacetazone),,
6693,티오콜키코시드(Thiocolchicoside),,
6694,티옥트산(Thioctic Acid),,
6695,티오글리콜산(Thioglycolic Acid),,
6696,티오이노신(Thioinosine),,
6697,티메로살(Thimerosal),,
6698,콘드로이틴설페이트(Thiomucase),,
6699,티오펜탈나트륨(Thiopental Sodium),,
6700,티오파네이트(Thiophanate),,
6701,염산티오프로파제이트(Thiopropazate Hydrochloride),"음주를 삼가세요. 음주시 졸음, 정신운동기능저하, 저혈압 증상 등이 나타날 수 있어요.",
6702,염산티오프로파제이트(Thiopropazate Hydrochloride),{{카페인}} 복용시 주의하세요. 카페인은 이 약의 흡수를 저해하여 치료효과를 감소시킬 수 있어요.,
6703,염산티오프로파제이트(Thiopropazate Hydrochloride),제산제 복용시 이 약의 흡수가 저하되어 치료효과가 감소할 수 있어요.,
6704,염산티오프로파제이트(Thiopropazate Hydrochloride),이 약을 복용하는 동안 입이 마를 수 있어요. 충분한 물을 자주 복용하세요.,
6705,티오프로페라진메실레이트(Thioproperazine Mesilate),,
6706,티오리다진(Thioridazine),,
6707,티오리다진염산염(Thioridazine Hydrochloride),,
6708,티오스트렙톤(Thiostrepton),,
6709,티오테파(Thiotepa),,
6710,티람(Thiram),,
6711,염산톤질아민(Thonzylamine Hydrochloride),,
6712,토륨디옥사이드(Thorium Dioxide),,
6713,L-트레오닌(L-Threonine),,
6714,트롬빈(Thrombin),,
6715,트롬보플라스틴(Thromboplastin),,
6716,트롬보포이에틴(Thrombopoietin),,
6717,측백나무(Thuja),,
