dcode,dname,extracted,ingd_code,merged_contents,권장,주의,권장영양소,권장식재료,주의영양소,주의식재료
2015070100028,코디르탄정80/12.5mg,,,,,,,,,
A11AKP08G5059,코디바드정160/12.5mg,코디바드정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
A11AKP08G5058,코디바드정80/12.5mg,,,,,,,,,
2017101100034,코디오르반정160/12.5mg,,,,,,,,,
2017101100033,코디오르반정80/12.5mg,,,,,,,,,
A11AKP08G4789,코디오르탄정160/12.5mg,코디오르탄정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
A11AKP08G4790,코디오르탄정80/12.5mg,,,,,,,,,
A11AOOOOO0812,코디오반정160/12.5mg,코디오반정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
A11AGGGGA5105,코디오반정80/12.5mg,,,,,,,,,
2012101000006,코디오발탄정160/12.5mg,,,,,,,,,
2012101000005,코디오발탄정80/12.5mg,,,,,,,,,
A11AKP09F0022,코디오살탄정160/12.5mg,코디오살탄정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
A11AKP09F0025,코디오살탄정80/12.5mg,,,,,,,,,
2019041100007,코디오잘탄정160/12.5mg,,,,,,,,,
2019041600037,코디오잘탄정80/12.5mg,,,,,,,,,
A11AKP09C0024,코디오칸정160/12.5mg,코디오칸정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
A11AKP09C0022,코디오칸정80/12.5mg,,,,,,,,,
2011051800001,코디잔틴정80/12.5mg,,,,,,,,,
A11AKP08G3333,코디큐반정160/12.5mg,코디큐반정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
A11AKP08G3336,코디큐반정80/12.5mg,,,,,,,,,
2019081200040,코디큐발정160/12.5mg,,,,,,,,,
2019081200041,코디큐발정80/12.5mg,,,,,,,,,
2020101200002,코딜로드에스정,,,,,,,,,
2011080900006,코딜로드에이정(수출용),,,,,,,,,
A11AKP08G0768,코딜로드정,코딜로드정,I001081,섬유질 ,섬유질 ,,섬유질,,,
2011041300005,코러스나프록센나트륨정550mg(수출용),,,,,,,,,
A11AOOOOO4954,코러스란소프라졸캡슐(수출용),코러스란소프라졸캡슐,I005114,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
2017033000011,코러스멕실레틴캡슐200mg(수출용),,,,,,,,,
2017112200006,코러스모사프리드정(수출용),,,,,,,,,
2014070800002,코러스바클로펜정(수출용),,,,,,,,,
2019061000018,코러스세티리진정 (수출용),,,,,,,,,
A11AFFFFF0129,코러스세파클러캡슐250mg,,,,,,,,,
2016060100051,코러스세파클러캡슐500mg(수출용),,,,,,,,,
2012011100003,코러스세포탁심나트륨주,,,,,,,,,
2009071504973,코러스세포탁심나트륨주500mg(수출용),,,,,,,,,
2011011800006,코러스세푸록심나트륨주1.5g(수출용),,,,,,,,,
2009071504514,코러스세프트리악손나트륨주0.5g(수출용),,,,,,,,,
2009102600002,코러스세프트리악손나트륨주1g,,,,,,,,,
2009120800002,코러스세픽심캡슐(수출용),,,,,,,,,
2011041200004,코러스세픽심캡슐200mg(수출용),,,,,,,,,
A11A5060A0014,코러스아시클로버정,,,,,,,,,
2009071504516,코러스염산세포티암주0.5g(수출용),,,,,,,,,
A11A0200B0004,코러스염산세포티암주1g,,,,,,,,,
2009071504513,코러스염산세포티암주1g(수출용),,,,,,,,,
A11AMMMMM2459,코러스염화리소짐정90mg(수출용),,,,,,,,,
A11A5060B0008,코러스케토코나졸정(수출용),,,,,,,,,
2011082500001,코러스클로파지민연질캡슐(수출용),,,,,,,,,
A11AOOOOO4922,코러스프라바스타틴정(수출용),,,,,,,,,
2009090700021,코러스플라틴주0.5mg/mL(수출용),,,,,,,,,
2011021800001,코러스플라틴주1mg/mL(수출용),,,,,,,,,
2009071504267,코러스플루코나졸캡슐150mg(수출용),,,,,,,,,
2009071504804,코러스플루코나졸캡슐50mg(수출용),,,,,,,,,
2020102900011,코러스히알루론산나트륨점안액(10mL),,,,,,,,,
2019030800050,코러스히알루론산나트륨점안액(6mL),,,,,,,,,
A11APPPPP1290,코로손정,,,,,,,,,
A11AKP08L0033,코로자정50mg,,,,,,,,,
2012110100006,코로자플러스정,,,,,,,,,
A11APPPPP1461,코르타정(수출용),,,,,,,,,
2017042800020,코르포지정10/160mg,,,,,,,,,
2017042700007,코르포지정5/160mg,,,,,,,,,
2017042700008,코르포지정5/80mg,,,,,,,,,
A11AGGGGG2910,코리오몬주,,,,,,,,,
A11A1560A0178,코모졸크림,,,,,,,,,
2010122000002,코바라탄정160/12.5mg,,,,,,,,,
2010122000003,코바라탄정80/12.5mg,,,,,,,,,
2016080900004,코바로반정160/12.5mg,,,,,,,,,
2016080900003,코바로반정80/12.5mg,,,,,,,,,
2011040500002,코바로살탄정160/12.5mg,,,,,,,,,
2011040500001,코바로살탄정80/12.5mg,,,,,,,,,
A11AKP09B0019,코바소탄정160/12.5mg,코바소탄정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
A11AKP09B0012,코바소탄정80/12.5mg,,,,,,,,,
A11AKP09B0022,코발사렉트정160/12.5mg,코발사렉트정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
A11AKP09B0014,코발사렉트정80/12.5mg,,,,,,,,,
A11AKP08G4793,코발사르정,코발사르정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
A11AKP08K0157,코발사벨정160/12.5mg,코발사벨정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
A11AKP08K0156,코발사벨정80/12.5mg,,,,,,,,,
2019072300063,코발사텍정160/12.5mg,,,,,,,,,
2019072300062,코발사텍정80/12.5mg,,,,,,,,,
2016062300030,코발사트정160/12.5mg,,,,,,,,,
2016062300031,코발사트정80/12.5mg,,,,,,,,,
A11AKP09B0018,코발산정80/12.5mg,코발산정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
2018051800007,코발탄정160mg,,,,,,,,,
2018051700002,코발탄정80mg,,,,,,,,,
2016062900017,코비르정,,,,,,,,,
A11AOOOOO9678,코비스크정,,,,,,,,,
2016010500040,코사디정100mg,,,,,,,,,
2016031600006,코사로탄정50mg,,,,,,,,,
2016031600004,코사로탄플러스정,,,,,,,,,
A11AKP08A0416,코사모틴정,,,,,,,,,
2014080600005,코사민캡슐500mg(수출용),,,,,,,,,
am5jyxl9zjveu,코사탄정,,,,,,,,,
A11AKP09B0103,코사탄플러스정,코사탄플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
2010120100007,코사탄플러스프로정,,,,,,,,,
A11APPPPP0427,코사틴플러스정,코사틴플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
2019072300074,코살엑스정10/50mg,,,,,,,,,
2019071500004,코살엑스정5/100mg,,,,,,,,,
2019072300073,코살엑스정5/50mg,,,,,,,,,
A11AOOOOO7759,코살정,,,,,,,,,
2015110300006,코살정100mg,,,,,,,,,
A11AOOOOO8277,코살탄정,,,,,,,,,
A11APPPPP0232,코살탄플러스정,코살탄플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
2017083000013,코살플러스정,,,,,,,,,
2009071505543,코세존주(수출용),,,,,,,,,
2014070800004,코세존주0.5g(수출용),,,,,,,,,
2018040500005,코시바정20mg,,,,,,,,,
2012040500001,코아틴정20/5(수출용),,,,,,,,,
A11AGGGGA2287,코아프로벨정150/12.5mg,코아프로벨정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
2012030700009,코앤나잘스프레이,,,,,,,,,
A11AOOOOO7231,코오롱가바펜틴캡슐100mg,,,,,,,,,
2012122100001,코오롱실데나필시트르산염정25mg(수출용),,,,,,,,,
2012122100002,코오롱실데나필시트르산염정50mg(수출용),,,,,,,,,
2015041000012,코오롱타다라필정10mg(수출용),,,,,,,,,
2019081900035,코오롱타다라필정2.5mg(수출용),,,,,,,,,
2015041000013,코오롱타다라필정20mg(수출용),,,,,,,,,
2019071200016,코오롱타다라필정5mg(수출용),,,,,,,,,
A11AKP08K0274,코위타칸정,코위타칸정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
A11AKP08G4944,코이베스딜정150/12.5mg,코이베스딜정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
2010111900003,코이자벨탄정150/12.5mg,,,,,,,,,
2019041600053,코자뉴정50mg,,,,,,,,,
2019041600016,코자뉴플러스정,,,,,,,,,
2019042500052,코자로탄정,,,,,,,,,
2019041100002,코자로탄정100mg,,,,,,,,,
2020060100047,코자로탄플러스에프정,,,,,,,,,
2020060100048,코자로탄플러스정,,,,,,,,,
2020122100003,코자로탄플러스프로정,,,,,,,,,
d04ynweo6j198,코자르탄정100mg,,,,,,,,,
A11AKP08G0608,코자르탄정50mg,,,,,,,,,
A11AKP08G0604,코자르탄플러스에프정,코자르탄플러스에프정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
A11AKP08G0602,코자르탄플러스정,코자르탄플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
A11AKP08G4947,코자르탄플러스프로정,코자르탄플러스프로정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
2017072400012,코자살탄정100mg,,,,,,,,,
2013051600001,코자살탄정100mg(수출용),,,,,,,,,
A11AOOOOO8120,코자살탄정50mg,,,,,,,,,
2017041100006,코자살탄플러스정,,,,,,,,,
2010101800001,코자엑스큐정10/50mg,,,,,,,,,
2009112300001,코자엑스큐정5/100mg,,,,,,,,,
2009112300002,코자엑스큐정5/50mg,,,,,,,,,
A11A5950A0003,코자정,,,,,,,,,
A11AHHHHH0364,코자정100mg,,,,,,,,,
A11AOOOOO9098,코자탄정,,,,,,,,,
A11AKP08L0059,코자탄플러스정,코자탄플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
A11AGGGGA5342,코자플러스에프정,코자플러스에프정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
A11A5950A0004,코자플러스정,코자플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
A11AOOOOO9617,코자플러스프로정,코자플러스프로정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
2016062000013,코잔플러스정,,,,,,,,,
2015050100075,코잘탄엑스정5/100mg,,,,,,,,,
2015050100074,코잘탄엑스정5/50mg,,,,,,,,,
A11AOOOOO9093,코잘탄정,,,,,,,,,
A11APPPPP0924,코잘탄플러스정,코잘탄플러스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
A11AKP08G1617,코졸론크림,,,,,,,,,
A11A1760B0084,코졸텍정,,,,,,,,,
2023101300002,코즈굿나잘스프레이,,,,,,,,,
2022052500013,코클나잘스프레이,,,,,,,,,
A11AOOOOO7666,코타렉정160/12.5mg,코타렉정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
A11AOOOOO7672,코타렉정80/12.5mg,,,,,,,,,
2010062500001,코탁셀주(수출용),,,,,,,,,
A11A0350A0217,코티소루주,,,,,,,,,
A11AGGGGA1998,코티손주100mg,,,,,,,,,
A11AGGGGA1999,코티손주250mg(수출용),,,,,,,,,
A11A1330B0106,코티손크림,,,,,,,,,
2009071502280,코파실캡슐500mg(수출용),,,,,,,,,
A11A5060A0033,코파진캡슐(수출용),,,,,,,,,
2018012400015,코파클캡슐250mg,,,,,,,,,
2014063000010,코프심정,,,,,,,,,
2020033100003,코프텍정,,,,,,,,,
A11AKP08G4948,코플렉스정160/12.5mg,코플렉스정,I004791,칼륨  칼슘 주의,칼륨 ,칼슘 ,칼륨,,칼슘,
A11AKP08G4949,코플렉스정80/12.5mg,,,,,,,,,
A11AKP09D0053,콜사민캡슐500mg(수출용),,,,,,,,,
2016031600011,큐락스정,,,,,,,,,
2018010800006,클리손연고(수출용),,,,,,,,,
2016101100006,클리손크림1%,,,,,,,,,
2013022700069,클리코졸캡슐50mg,,,,,,,,,
A11ABBBBB2399,타고시드주200mg,,,,,,,,,
A11AOOOOO7664,타렉필름코팅정160mg,,,,,,,,,
A11AOOOOO7663,타렉필름코팅정80mg,,,,,,,,,
A11AMMMMM0269,타루펜주,,,,,,,,,
A11AGGGGA3969,타이코닌주200mg(수출용),,,,,,,,,
A11AOOOOO1741,타이콘주사,,,,,,,,,
A11AOOOOO2835,타코닌주200mg,,,,,,,,,
A11A0860A0199,태극케토코나졸크림(20g),,,,,,,,,
2019102100028,태극케토코나졸크림(500g),,,,,,,,,
A11AOOOOO3139,태극플루코나졸캡슐,,,,,,,,,
2009071505021,테이플란주(수출용),,,,,,,,,
A11AMMMMM0929,테코닌주,,,,,,,,,
2009071502824,토라코나정(수출용),,,,,,,,,
2009071503507,토라코나정100mg(수출용),,,,,,,,,
2009071504551,토코나졸정(수출용),,,,,,,,,
A11AOOOOO7594,토코넷연질캡슐,,,,,,,,,
A11A0370B0031,토코졸크림,,,,,,,,,
2020010200003,툴코락연질캡슐,,,,,,,,,
A11AOOOOO9179,트라녹스정100mg,트라녹스정,I005051,자몽주스 주의,,자몽 ,,,,자몽
2013112200008,트라존정,,,,,,,,,
A11APPPPP0026,트라콘정,트라콘정,I005051,자몽주스 주의,,자몽 ,,,,자몽
2014082100001,트리루손캡슐(수출용),,,,,,,,,
2014100100059,트리코나정,,,,,,,,,
A11ABBBBB0448,트리코크림,트리코크림,I005341,카페인 주의 자몽주스 주의,,"카페인,자몽 ",,,카페인,자몽
2016051900010,트리푸칸포르테캡슐50mg,,,,,,,,,
A11AKP08C0272,티나덤정200mg,티나덤정,I005051,자몽주스 주의,,자몽 ,,,,자몽
A11AOOOOO8675,티나덤캡슐,티나덤캡슐,I005051,자몽주스 주의,,자몽 ,,,,자몽
2017070300005,티나졸정150mg,,,,,,,,,
A11AOOOOO2216,티나졸캡슐,,,,,,,,,
n87kbjp3whzam,티나졸캡슐150mg,,,,,,,,,
A11AOOOOO6749,티오나졸크림,,,,,,,,,
2019090900148,파비스플루코나졸캡슐150mg,,,,,,,,,
A11AOOOOO3451,파비스플루코나졸캡슐50mg,,,,,,,,,
2019053100152,팜시코정250mg,,,,,,,,,
2020111900004,포지넨크림,,,,,,,,,
A11AOOOOO7456,푸가졸캡슐,,,,,,,,,
2019092400038,푸나졸엠정150mg,,,,,,,,,
2013120300019,푸나졸엠캡슐,,,,,,,,,
A11AOOOOO3796,푸라졸캡슐,,,,,,,,,
A11APPPPP1380,푸라칸정150mg,,,,,,,,,
2020011600007,푸라칸정50mg,,,,,,,,,
w6ftu5fcx28fi,푸라칸캡슐150mg(수출용),,,,,,,,,
2019050200035,푸로날정150mg,,,,,,,,,
2013011400007,푸로날캡슐,,,,,,,,,
2013111800001,푸로칸캡슐,,,,,,,,,
2017101100091,푸록스캡슐50mg,,,,,,,,,
A11AMMMMM2197,푸루나졸주,,,,,,,,,
A11A0431A0075,푸루나졸캡슐50mg,,,,,,,,,
2017122900003,푸루진캡슐,,,,,,,,,
2019042500087,푸루코날정150mg,,,,,,,,,
2019061000011,푸루코날캡슐50mg,,,,,,,,,
2013011400005,푸루코졸캡슐,,,,,,,,,
2019050200119,푸루코졸캡슐150mg,,,,,,,,,
2014070100010,푸르나캡슐,,,,,,,,,
A11AOOOOO4731,푸졸캡슐,,,,,,,,,
2020033100016,푸졸캡슐150mg,,,,,,,,,
A11AOOOOO2619,푸코졸캡슐,,,,,,,,,
2019102800009,풀코나캡슐,,,,,,,,,
A11AOOOOO4737,프로난캡슐,,,,,,,,,
A11ADDDDD0150,프로액0.5%,,,,,,,,,
A11ADDDDD0151,프로액1%,,,,,,,,,
2019042500017,프루나칸캡슐150mg,,,,,,,,,
2016052600007,프루나칸캡슐50mg,,,,,,,,,
A11AMMMMM2278,프루칸주,,,,,,,,,
A11AOOOOO0215,프루칸캡슐,,,,,,,,,
2012112100001,프루코나캡슐50mg,,,,,,,,,
2018072600018,프르나졸캡슐50mg,,,,,,,,,
A11AOOOOO2879,프리나졸캡슐,,,,,,,,,
A11AKP08D0063,프리나졸캡슐150mg,,,,,,,,,
2020010300001,프리졸캡슐,,,,,,,,,
2020033000019,프리졸캡슐150mg,,,,,,,,,
2020042100015,프리코나졸캡슐50mg,,,,,,,,,
2018042600006,플나졸캡슐,,,,,,,,,
2013121300013,플라크캡슐,,,,,,,,,
A11AOOOOO2297,플렉스캡슐,,,,,,,,,
2015021700041,플렉스캡슐150mg,,,,,,,,,
A11AMMMMM2842,플로졸캡슐,,,,,,,,,
A11APPPPP1482,플로칸정150mg,,,,,,,,,
2013110100002,플로칸캡슐,,,,,,,,,
2020051800018,플로칸캡슐150mg,,,,,,,,,
A11APPPPP0366,플루나정150mg,,,,,,,,,
2013032500020,플루나졸캡슐,,,,,,,,,
A11AOOOOO2621,플루나캡슐50mg,,,,,,,,,
2014082500019,플루날정150mg,,,,,,,,,
A11AOOOOO5913,플루날캡슐,,,,,,,,,
2019071200042,플루다졸캡슐50mg,,,,,,,,,
sghrm2uhd92j6,플루디칸캡슐150mg,,,,,,,,,
2019052200073,플루라온캡슐150mg,,,,,,,,,
2018112300005,플루라졸캡슐,,,,,,,,,
2014080500005,플루란캡슐,,,,,,,,,
2018091900006,플루스칸캡슐150mg,,,,,,,,,
2017040300014,플루스칸캡슐50mg,,,,,,,,,
2014021800006,플루스타캡슐,,,,,,,,,
2019041600073,플루윈캡슐,,,,,,,,,
2014022800009,플루졸캡슐,,,,,,,,,
2019062500027,플루진캡슐,,,,,,,,,
2013032100004,플루칸캡슐50mg,,,,,,,,,
2013093000004,플루캡슐50mg,,,,,,,,,
2009071502867,플루코나존캡슐100mg(수출용),,,,,,,,,
A11AMMMMM0426,플루코나캡슐,,,,,,,,,
2015101600005,플루코스졸캡슐50mg,,,,,,,,,
2014072300017,플루코엠캡슐,,,,,,,,,
A11APPPPP0495,플루코정150mg,,,,,,,,,
2013032500019,플루코졸정150mg,,,,,,,,,
2012113000009,플루코졸캡슐50mg,,,,,,,,,
A11AOOOOO1467,플루코주,,,,,,,,,
2014082500017,플루코팜정150mg,,,,,,,,,
A11AOOOOO3140,플루코팜캡슐,,,,,,,,,
A11AOOOOO4733,플루콘캡슐,,,,,,,,,
A11APPPPP1166,플루테칸정150mg,,,,,,,,,
A11AOOOOO9949,플코나졸캡슐,,,,,,,,,
2019010700044,필루코정150mg,,,,,,,,,
A11APPPPP1965,하론드정(수출용),,,,,,,,,
A11AOOOOO9900,하이드로정,,,,,,,,,
A11A3550A0118,하이드코트크림,,,,,,,,,
2020022700006,하이로버크림,,,,,,,,,
A11AOOOOO3346,하이로손연고(수출용),,,,,,,,,
A11APPPPP0919,하이로손정,,,,,,,,,
A11AOOOOO3344,하이로손크림,,,,,,,,,
2010122000009,하이로손크림0.5%(수출용),,,,,,,,,
A11APPPPP0848,하이록소주,,,,,,,,,
2020112300002,하이립클로버크림,,,,,,,,,
A11AOOOOO1751,하이손정,,,,,,,,,
2009082500014,하이존크림(수출용),,,,,,,,,
A11AMMMMM0208,하이코민주사,,,,,,,,,
A11APPPPP1460,하이코손정,,,,,,,,,
2020012900002,하이클로크림,,,,,,,,,
2019080100001,하이트라졸정100mg,,,,,,,,,
A11A2580B0235,하이티손크림,,,,,,,,,
A11ABBBBB1324,한국얀센스포라녹스캡슐(수출용),한국얀센스포라녹스캡슐,I005051,자몽주스 주의,,자몽 ,,,,자몽
A11AOOOOO7135,한트라졸정,한트라졸정,I005051,자몽주스 주의,,자몽 ,,,,자몽
2019121300014,헤리엔톡크림,,,,,,,,,
2018072600030,헤모닉스주,,,,,,,,,
A11APPPPP0602,헤모라제주,,,,,,,,,
A11AGGGGA4387,헤모코스주1ml,,,,,,,,,
A11AGGGGA4389,헤모코아주,,,,,,,,,
A11A2140A0306,후나졸캡슐50mg,,,,,,,,,
2013081400003,후로졸캡슐50mg,,,,,,,,,
2013062400006,후루가캡슐,,,,,,,,,
2009071504695,후루날정150mg(수출용),,,,,,,,,
A11AOOOOO3792,후루날주,,,,,,,,,
A11AOOOOO3450,후루날캡슐,,,,,,,,,
A11AKP08J0014,후루존정150mg,,,,,,,,,
2013010900002,후루존캡슐50mg,,,,,,,,,
2013022700080,후루졸캡슐,,,,,,,,,
2015042900005,후루칸정150mg,,,,,,,,,
A11AOOOOO5046,후루칸캡슐,,,,,,,,,
A11AOOOOO2239,후코나졸캡슐,,,,,,,,,
A11A0930A0493,후코날캡슐50mg,,,,,,,,,
A11AKP08G5174,후코날크림0.5%,,,,,,,,,
A11A5070A0074,훈킬정,,,,,,,,,
A11ABBBBB1756,히드록시크림,,,,,,,,,
2017102400015,히드케이주,,,,,,,,,
A11APPPPP0951,히든정,,,,,,,,,
A11APPPPP1462,히록손정,,,,,,,,,
A11AKP08G5081,히코발주,,,,,,,,,
A11AFFFFF0249,히트라졸정,히트라졸정,I005051,자몽주스 주의,,자몽 ,,,,자몽
2020052600010,히트졸정,,,,,,,,,
2015022600008,히트코나졸정,,,,,,,,,
2015031000001,히티손정,,,,,,,,,
A11APPPPP2920,다이이치염화탈륨(201TI)주사액,,,,,,,,,
A11AKP08F0685,다이이치크롬산나트륨(51Gr)주사액,,,,,,,,,
2023070400002,디오치민정,,,,,,,,,
2019070300031,라이트에이치주,,,,,,,,,
2021102700007,레밋치구강붕해정2.5μg,,,,,,,,,
2013061700011,레밋치연질캡슐2.5μg,,,,,,,,,
2018020100032,루체에이치에이점안액0.1%(0.9mL),,,,,,,,,
2017070400003,루체에이치에이점안액0.1%(10mL),,,,,,,,,
2017042700015,루체에이치에이점안액0.1%(6mL),,,,,,,,,
2017080100071,루체에이치에이점안액0.15%(1회용)(0.9mL),,,,,,,,,
2016092200002,리치나잇정6mg,,,,,,,,,
2010032900004,리치본먼쓰정150mg,,,,,,,,,
A11ALLLLL0261,스크랫치테스트용알러젠추출물,,,,,,,,,
2022022300001,아나파치정,,,,,,,,,
A11ABBBBB2444,에바치온캡슐,,,,,,,,,
A11A2830A0073,에스핀캡슐(수출용),,,,,,,,,
2014062600009,에이치디엑스소듐플루오라이드F18주사액,,,,,,,,,
A11AMMMMM2799,에이치엘비나프록센정,에이치엘비나프록센정,I002473,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
A11AOOOOO3270,에이치엘비심바스타틴정20mg,에이치엘비심바스타틴정,I003721,자몽주스 주의,,자몽 ,,,,자몽
2012062500013,에이치유정100mg,,,,,,,,,
2013082100003,에이치유정50mg,,,,,,,,,
2017062000009,에이치포지정10/160mg,,,,,,,,,
2017062000011,에이치포지정5/160mg,,,,,,,,,
2017062000010,에이치포지정5/80mg,,,,,,,,,
A11AGGGGA4179,에치드로네트200mg예나팜,에치드로네트,I001048,칼슘/비타민 D ,"칼슘,비타민D ",,"칼슘,비타민D",,,
2020072300004,이치리진시럽,,,,,,,,,
2020021000004,제일치오스민정,,,,,,,,,
A11AOOOOO9532,제일펜타스타치10%주,,,,,,,,,
A11A2950A0167,치노펜정,,,,,,,,,
2017032200005,치센캡슐,,,,,,,,,
2018011000017,치스민캡슐,,,,,,,,,
2018112000006,치앤싹캡슐,,,,,,,,,
2020080400006,치엔정600mg,,,,,,,,,
2011050300001,치오단정,,,,,,,,,
2021061700001,치오스캡슐,,,,,,,,,
2019050200151,치지랜캡슐,,,,,,,,,
2022042900003,치지렌정600mg,,,,,,,,,
2020052600009,치치렌정,,,,,,,,,
2021080400007,치큐어캡슐,,,,,,,,,
2020020600014,치큐원정600mg,,,,,,,,,
2023061500005,치킬정,,,,,,,,,
2019111900014,치타캡슐,,,,,,,,,
A11AKP08A0411,가스몬정,,,,,,,,,
A11AKKKKK0479,리스몬티지점안액0.25%,,,,,,,,,
A11AKKKKK0480,리스몬티지점안액0.5%,,,,,,,,,
2016101700005,몬스티캡슐1.5mg,,,,,,,,,
2018120300046,몬스티캡슐6mg,,,,,,,,,
A11ADDDDD0017,산타몬플러스액,,,,,,,,,
2017122000003,동구멀티포스5주,,,,,,,,,
2010030200006,멀택정,,,,,,,,,
2016101700013,멀티이온5주,,,,,,,,,
2016070500009,멀티트레이스주,,,,,,,,,
2016082900003,멀티포텐5주,,,,,,,,,
2019052200063,멀티플러스5주,,,,,,,,,
2017120800001,멀티플로5주,,,,,,,,,
A11ABBBBB0706,비아핀에멀젼,,,,,,,,,
2017121300006,하이멀티주,,,,,,,,,
2020042400051,가나모티에스알정15mg,,,,,,,,,
A11AKP08A0426,가나모티정,,,,,,,,,
A11AKP08F0016,가나티란정,,,,,,,,,
2019100100003,가두에정5/10mg,,,,,,,,,
2019100100004,가두에정5/20mg,,,,,,,,,
2017113000014,가모드정,,,,,,,,,
2018120300013,가모사드정,,,,,,,,,
2020042900001,가모시드에스알정15mg,,,,,,,,,
2010122200003,가모시드정5mg,,,,,,,,,
2020042700029,가모틴에스알정15mg,,,,,,,,,
2013050200006,가모틴정,,,,,,,,,
A11AKP08A0428,가모프리정,,,,,,,,,
2015072400014,가비르정주500mg,,,,,,,,,
2012111900015,가스루정,,,,,,,,,
2009071505217,가스리드정5mg,,,,,,,,,
A11AMMMMM0692,가스모틴산제,,,,,,,,,
2017120400002,가스모틴에스알정,,,,,,,,,
A11AIIIII0006,가스모틴정5mg,,,,,,,,,
2019062500029,가스모프정,,,,,,,,,
2018073100026,가스모핀정,,,,,,,,,
2009071505201,가스베트정5mg,,,,,,,,,
2012112700002,가스잘정,,,,,,,,,
2020042000033,가스젯에스알정15mg,,,,,,,,,
A11AKP08A0422,가스탄정,,,,,,,,,
2020042000029,가스티젠에스알정15mg,,,,,,,,,
A11AKP08A0430,가스프라이드정,,,,,,,,,
2009071505160,가스프렌정,,,,,,,,,
A11AKP08A0410,가스프리드정,,,,,,,,,
A11AKP08C0025,가스핀정,,,,,,,,,
2017121300004,갈디아민주,,,,,,,,,
A11AKP08G4190,갈로닉주,,,,,,,,,
2017112800002,갈로익주5mg,,,,,,,,,
2020022500006,갈리원주,,,,,,,,,
A11AKP08G1240,갈리타민주,,,,,,,,,
2020042000031,건스모틴에스알정15mg,,,,,,,,,
2017011200005,건아이점안액(1회용),,,,,,,,,
A11AKP08G3511,게스트란정,,,,,,,,,
gzh6abfvvpt8l,고닐고포르테경고제,,,,,,,,,
2009120700002,고려칸데사르탄정16mg,,,,,,,,,
2009082500007,고려칸데사르탄플러스정,,,,,,,,,
A11AKP08F0162,광동아토르바스타틴정10mg,광동아토르바스타틴정,I004369,자몽주스 주의,,자몽 ,,,,자몽
2012050200003,광동아토르바스타틴정20mg,,,,,,,,,
A11AKP08F1241,광동플루비펜플라스타,광동플루비펜플라스타,I001572,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
A11ABBBBB0503,구주구연산펜타닐주사(10mL),,,,,,,,,
A11ABBBBB0504,구주구연산펜타닐주사(20mL),,,,,,,,,
A11ABBBBB0502,구주구연산펜타닐주사(2mL),,,,,,,,,
2020071000003,구주구연산펜타닐주사(수출용),,,,,,,,,
A11AOOOOO7253,구주염산모르핀주,,,,,,,,,
