Unnamed: 0,dcode,dname,extracted,ingd_code,merged_contents,권장,주의,권장영양소,권장식재료,주의영양소,주의식재료
19278,2.01E+12,프로케토펜카타플라스마,프로케토펜카타플라스마,I005081,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
19298,A11AJJJJJ0421,프리노즈정,프리노즈정,I003385,카페인 주의,,카페인 ,,,카페인,
19298,A11AJJJJJ0421,프리노즈정,프리노즈정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19310,2.02E+12,프리클란듀오시럽(7:1)(500mL),프리클란듀오시럽,I003203,고지방 주의,,지방 ,,,지방,
19312,2.02E+12,프리클란정1000mg,프리클란정,I003203,고지방 주의,,지방 ,,,지방,
19316,A11A0080A0226,프릴정,프릴정,I001187,칼륨 주의,,칼륨 ,,,칼륨,
19319,2.01E+12,플라그렐정,플라그렐정,I000566,"마늘, 생강, 인삼, 은행엽 섭취 주의 비타민A ,E는 주의",,"마늘, 생강, 인삼, 비타민A ,비타민E ",,,"비타민A, 비타민E","마늘, 생강, 인삼"
19320,2.01E+12,플라넥신정,플라넥신정,I000566,"마늘, 생강, 인삼, 은행엽 섭취 주의 비타민A ,E는 주의",,"마늘, 생강, 인삼, 비타민A ,비타민E ",,,"비타민A, 비타민E","마늘, 생강, 인삼"
19323,A11APPPPP0801,플라메드정,플라메드정,I000566,"마늘, 생강, 인삼, 은행엽 섭취 주의 비타민A ,E는 주의",,"마늘, 생강, 인삼, 비타민A ,비타민E ",,,"비타민A, 비타민E","마늘, 생강, 인삼"
19325,2.02E+12,플라벨듀오캡슐,플라벨듀오캡슐,I005933,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의 쏘팔메토, 비타민 E, 비타민 A, 녹차, 말차, 두유 섭취 주의",,"카페인, 마늘, 생강, 인삼, 쏘팔메토, 비타민E, 비타민A, 녹차, 말차, 두유  ",,,"카페인, 비타민E, 비타민A","마늘, 생강, 인삼, 쏘팔메토, 녹차, 말차, 두유"
19325,2.02E+12,플라벨듀오캡슐,플라벨듀오캡슐,I000566,"마늘, 생강, 인삼, 은행엽 섭취 주의 비타민A ,E는 주의",,"마늘, 생강, 인삼, 비타민A ,비타민E ",,,"비타민A, 비타민E","마늘, 생강, 인삼"
19326,A11AKP08G4612,플라벨정,플라벨정,I000566,"마늘, 생강, 인삼, 은행엽 섭취 주의 비타민A ,E는 주의",,"마늘, 생강, 인삼, 비타민A ,비타민E ",,,"비타민A, 비타민E","마늘, 생강, 인삼"
19328,2.02E+12,플라비토르정,플라비토르정,I000566,"마늘, 생강, 인삼, 은행엽 섭취 주의 비타민A ,E는 주의",,"마늘, 생강, 인삼, 비타민A ,비타민E ",,,"비타민A, 비타민E","마늘, 생강, 인삼"
19329,A11AOOOOO9671,플라비톨정,플라비톨정,I000566,"마늘, 생강, 인삼, 은행엽 섭취 주의 비타민A ,E는 주의",,"마늘, 생강, 인삼, 비타민A ,비타민E ",,,"비타민A, 비타민E","마늘, 생강, 인삼"
19330,2.02E+12,플라빅스에이정,플라빅스에이정,I005933,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의 쏘팔메토, 비타민 E, 비타민 A, 녹차, 말차, 두유 섭취 주의",,"카페인, 마늘, 생강, 인삼, 쏘팔메토, 비타민E, 비타민A, 녹차, 말차, 두유  ",,,"카페인, 비타민E, 비타민A","마늘, 생강, 인삼, 쏘팔메토, 녹차, 말차, 두유"
19330,2.02E+12,플라빅스에이정,플라빅스에이정,I000566,"마늘, 생강, 인삼, 은행엽 섭취 주의 비타민A ,E는 주의",,"마늘, 생강, 인삼, 비타민A ,비타민E ",,,"비타민A, 비타민E","마늘, 생강, 인삼"
19331,A11ABBBBB0533,플라빅스정75mg,플라빅스정,I000566,"마늘, 생강, 인삼, 은행엽 섭취 주의 비타민A ,E는 주의",,"마늘, 생강, 인삼, 비타민A ,비타민E ",,,"비타민A, 비타민E","마늘, 생강, 인삼"
19341,2.02E+12,플라킴정75mg,플라킴정,I000566,"마늘, 생강, 인삼, 은행엽 섭취 주의 비타민A ,E는 주의",,"마늘, 생강, 인삼, 비타민A ,비타민E ",,,"비타민A, 비타민E","마늘, 생강, 인삼"
19342,2.02E+12,플라톱겔,플라톱겔,I005081,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
19343,a8gznxa08eivc,플라톱플라스타,플라톱플라스타,I005081,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
19346,A11AKP08F1122,플라펜플라스타,플라펜플라스타,I001572,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
19351,2.01E+12,플러비카타플라스마,플러비카타플라스마,I001572,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
19352,A11AKP08F1120,플럭스플라스타,플럭스플라스타,I001572,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
19353,2.02E+12,플레밍정375mg,플레밍정,I003203,고지방 주의,,지방 ,,,지방,
19369,2.01E+12,플루비톱카타플라스마,플루비톱카타플라스마,I001572,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
19376,2.02E+12,플루콜캡슐,플루콜캡슐,I003385,카페인 주의,,카페인 ,,,카페인,
19376,2.02E+12,플루콜캡슐,플루콜캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19380,A11AOOOOO2304,플루펜카타플라스마,플루펜카타플라스마,I001572,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
19415,A11APPPPP1353,피오글라정15mg,피오글라정,I003047,"고탄수화물 식품 섭취 주의 녹차, 아스파라거스 추출물, 민들레 등 천연 이뇨제 주의",,"탄수화물,녹차, 아스파라거스, 천연 이뇨제 ",,,탄수화물,"녹차, 아스파라거스, 토마토, 수박, 오이, 비트, 당근, 포도, 양상추, 가지, 셀러리, 오트밀, 파슬리"
19416,2.02E+12,피오라정,피오라정,I003047,"고탄수화물 식품 섭취 주의 녹차, 아스파라거스 추출물, 민들레 등 천연 이뇨제 주의",,"탄수화물,녹차, 아스파라거스, 천연 이뇨제 ",,,탄수화물,"녹차, 아스파라거스, 토마토, 수박, 오이, 비트, 당근, 포도, 양상추, 가지, 셀러리, 오트밀, 파슬리"
19433,2.01E+12,하드콜연질캡슐,하드콜연질캡슐,I003385,카페인 주의,,카페인 ,,,카페인,
19433,2.01E+12,하드콜연질캡슐,하드콜연질캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19434,A11AEEEEE0023,하디코정,하디코정,I003385,카페인 주의,,카페인 ,,,카페인,
19434,A11AEEEEE0023,하디코정,하디코정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19435,2.02E+12,하디코플러스정,하디코플러스정,I003385,카페인 주의,,카페인 ,,,카페인,
19435,2.02E+12,하디코플러스정,하디코플러스정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19436,2.02E+12,하디콜맥스정,하디콜맥스정,I003385,카페인 주의,,카페인 ,,,카페인,
19436,2.02E+12,하디콜맥스정,하디콜맥스정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19437,jip4nnynh5rhh,하디콜정,하디콜정,I003385,카페인 주의,,카페인 ,,,카페인,
19437,jip4nnynh5rhh,하디콜정,하디콜정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19438,2.02E+12,하디콜큐정,하디콜큐정,I003385,카페인 주의,,카페인 ,,,카페인,
19438,2.02E+12,하디콜큐정,하디콜큐정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19439,2.02E+12,하디큐노즈연질캡슐,하디큐노즈연질캡슐,I003385,카페인 주의,,카페인 ,,,카페인,
19439,2.02E+12,하디큐노즈연질캡슐,하디큐노즈연질캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19440,2.02E+12,하디큐콜드연질캡슐,하디큐콜드연질캡슐,I003385,카페인 주의,,카페인 ,,,카페인,
19440,2.02E+12,하디큐콜드연질캡슐,하디큐콜드연질캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19441,59k5o8c3accc0,하디펜에프연질캡슐,하디펜에프연질캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19445,A11AOOOOO5855,하루펜엘플라스타,하루펜엘플라스타,I005081,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
19446,A11AJJJJJ0297,하루펜플라스타,하루펜플라스타,I005081,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
19449,A11AKP07L0206,하벤목에스캡슐,하벤목에스캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19450,2.02E+12,하벤에스액,하벤에스액,I003385,카페인 주의,,카페인 ,,,카페인,
19450,2.02E+12,하벤에스액,하벤에스액,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19452,2.01E+12,하벤코정,하벤코정,I003385,카페인 주의,,카페인 ,,,카페인,
19452,2.01E+12,하벤코정,하벤코정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19453,2.02E+12,하벤코프에스액,하벤코프에스액,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19454,2.02E+12,하벤콜에스액,하벤콜에스액,I003385,카페인 주의,,카페인 ,,,카페인,
19454,2.02E+12,하벤콜에스액,하벤콜에스액,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19455,2.01E+12,하벤콜큐연질캡슐,하벤콜큐연질캡슐,I003385,카페인 주의,,카페인 ,,,카페인,
19455,2.01E+12,하벤콜큐연질캡슐,하벤콜큐연질캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19456,2.01E+12,하벤큐연질캡슐,하벤큐연질캡슐,I003385,카페인 주의,,카페인 ,,,카페인,
19456,2.01E+12,하벤큐연질캡슐,하벤큐연질캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19457,A11AIIIII0032,하벤키즈시럽,하벤키즈시럽,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19458,2.02E+12,하벤파워골드캡슐,하벤파워골드캡슐,I003385,카페인 주의,,카페인 ,,,카페인,
19458,2.02E+12,하벤파워골드캡슐,하벤파워골드캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19459,A11APPPPP2802,하벤파워에스캡슐,하벤파워에스캡슐,I003385,카페인 주의,,카페인 ,,,카페인,
19459,A11APPPPP2802,하벤파워에스캡슐,하벤파워에스캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19460,2.02E+12,하벤허브골드캡슐,하벤허브골드캡슐,I003385,카페인 주의,,카페인 ,,,카페인,
19460,2.02E+12,하벤허브골드캡슐,하벤허브골드캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19462,2.02E+12,하벤허브에프캡슐,하벤허브에프캡슐,I003385,카페인 주의,,카페인 ,,,카페인,
19462,2.02E+12,하벤허브에프캡슐,하벤허브에프캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19468,A11A2580A0186,하원에날라프릴정,하원에날라프릴정,I001187,칼륨 주의,,칼륨 ,,,칼륨,
19482,2.02E+12,하이벤정,하이벤정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19485,A11A0740A0312,하이비날에스정,하이비날에스정,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19486,2.02E+12,하이비백골드정,하이비백골드정,I005713,지방 ,지방 ,,지방,,,
19487,2.02E+12,하이비스정,하이비스정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
19488,A11AKP08G0245,하이비타골드정,하이비타골드정,I005713,지방 ,지방 ,,지방,,,
19489,A11AKP08G0073,하이비타에스정,하이비타에스정,I005713,지방 ,지방 ,,지방,,,
19490,vbte1vap1coa8,하이비타정,하이비타정,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19491,61uo6jzi3psa7,하이비타큐정,하이비타큐정,I005713,지방 ,지방 ,,지방,,,
19492,A11AKP08G3536,하이세펜정,하이세펜정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19493,A11AKP08G4840,하이셋세미정,하이셋세미정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19494,A11AKP08G4841,하이셋정,하이셋정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19496,2.02E+12,하이소밍에이정,하이소밍에이정,I004197,"카페인 주의 인삼, 마황, 감초뿌리 복용에 주의",,"카페인,인삼, 마황   ",,,카페인,"인삼, 마황"
19501,2.02E+12,하이콘티서방정,하이콘티서방정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19502,2.02E+12,하이콘티세미서방정,하이콘티세미서방정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19503,2.01E+12,하이큐텐비타정,하이큐텐비타정,I005713,지방 ,지방 ,,지방,,,
19503,2.01E+12,하이큐텐비타정,하이큐텐비타정,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19504,2.01E+12,하이큐텐정,하이큐텐정,I005713,지방 ,지방 ,,지방,,,
19504,2.01E+12,하이큐텐정,하이큐텐정,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19505,2.02E+12,하이크라네오시럽(14:1),하이크라네오시럽,I003203,고지방 주의,,지방 ,,,지방,
19506,2.02E+12,하이크라듀오시럽(7:1)(500mL),하이크라듀오시럽,I003203,고지방 주의,,지방 ,,,지방,
19508,2.02E+12,하이크라듀오정500mg,하이크라듀오정,I003203,고지방 주의,,지방 ,,,지방,
19510,2.01E+12,하이크라정375mg,하이크라정,I003203,고지방 주의,,지방 ,,,지방,
19518,A11A2500A0427,하이티딘정,하이티딘정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
19519,A11AKP08G3721,하이퍼셋세미정,하이퍼셋세미정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19520,A11AKP08G3713,하이퍼셋정,하이퍼셋정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19522,A11AOOOOO7502,하트프릴정2.5mg,하트프릴정,I003471,칼륨 주의,,칼륨 ,,,칼륨,
19523,cykys6l6jxn9t,하트프릴프로텍트정,하트프릴프로텍트정,I003471,칼륨 주의,,칼륨 ,,,칼륨,
19524,2.02E+12,하펜정,하펜정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19526,A11ALLLLL0017,한국얀센울트라셋정(수출용),한국얀센울트라셋정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19528,2.02E+12,한국팜비오엘트롬보팍올라민정25mg,한국팜비오엘트롬보팍올라민정,I012405,칼륨 주의,,칼륨 ,,,칼륨,
19535,A11ABBBBB1396,한림알프라졸람정0.25mg,한림알프라졸람정,I004123,카페인 주의,,카페인 ,,,카페인,
19537,2.02E+12,한림프로필티오우라실정(수출용),한림프로필티오우라실정,I003354,비타민 K ,비타민K ,,비타민K,,,
19558,2.01E+12,한시움정20mg,한시움정,I001284,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
19560,2.02E+12,한신노콜1액(수출용),한신노콜,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19561,A11A1500B0084,한신노콜액,한신노콜액,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19562,2.02E+12,한신노콜에스액,한신노콜에스액,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19563,A11AKP07L0088,한신노콜캡슐,한신노콜캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19567,A11AKP07L0094,한신한스콜에스캡슐,한신한스콜에스캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19569,A11A0350A0318,한올라니티딘염산염주,한올라니티딘염산염주,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
19570,A11AOOOOO0386,한올란소프라졸캡슐(수출용),한올란소프라졸캡슐,I005114,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
19581,2.01E+12,한트라셋세미정,한트라셋세미정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19582,2.01E+12,한트라셋정,한트라셋정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19583,2.01E+12,한풍노즈액,한풍노즈액,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19588,2.02E+12,한풍코프액,한풍코프액,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19589,2.01E+12,한풍콜드액,한풍콜드액,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19591,2.02E+12,한화라사길린정0.5mg,한화라사길린정,I012611,과량의 티라민 섭취 주의 카페인 주의 인삼 복용 주의,,"티라민, 카페인,인삼  ",,,카페인,"치즈, 요거트, 커피, 소시지, 초콜릿, 인삼"
19618,2.01E+12,헤로셀연질캡슐(수출용),헤로셀연질캡슐,I001118,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19621,2.02E+12,헤리틴연질캡슐,헤리틴연질캡슐,I001473,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19625,2.02E+12,헤모글루탑연질캡슐,헤모글루탑연질캡슐,I001473,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19628,2.02E+12,헤모닌에프연질캡슐,헤모닌에프연질캡슐,I001473,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19629,A11AKP08G0359,헤모닌연질캡슐,헤모닌연질캡슐,I001473,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19639,A11AKP08I0026,헤모렌캡슐,헤모렌캡슐,I001473,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19640,A11AKP08K0042,헤모로빈연질캡슐,헤모로빈연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19643,A11AKP08L0307,헤모론연질캡슐,헤모론연질캡슐,I001473,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19645,A11APPPPP1961,헤모마인연질캡슐,헤모마인연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19647,A11AKP08G0512,헤모블연질캡슐,헤모블연질캡슐,I001118,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19648,2.01E+12,헤모비스연질캡슐,헤모비스연질캡슐,I001118,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19649,2.01E+12,헤모비스큐연질캡슐,헤모비스큐연질캡슐,I001118,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19650,A11AKP08G0501,헤모스쿨큐연질캡슐,헤모스쿨큐연질캡슐,I001118,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19657,d1vg4wggzqrcd,헤모씨연질캡슐,헤모씨연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19658,2.01E+12,헤모아캡슐,헤모아캡슐,I001473,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19659,A11AKP08G0478,헤모에이스큐연질캡슐,헤모에이스큐연질캡슐,I001118,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19660,mh0l10a9q5i21,헤모에이큐연질캡슐,헤모에이큐연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19666,2.01E+12,헤모코민캡슐,헤모코민캡슐,I001473,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19669,2.01E+12,헤모콤보연질캡슐,헤모콤보연질캡슐,I001473,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19674,A11AKP08C0064,헤모퀸탑연질캡슐,헤모퀸탑연질캡슐,I001473,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19677,2.01E+12,헤모킨연질캡슐,헤모킨연질캡슐,I001473,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19679,A11AKP08G0503,헤모팜연질캡슐,헤모팜연질캡슐,I001473,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19685,wlr0mqs0twcb5,헤모피아연질캡슐,헤모피아연질캡슐,I001473,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19686,2.01E+12,헤모허브연질캡슐,헤모허브연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19731,A11AKP08G3458,헬미타정,헬미타정,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19737,2.01E+12,헬스웰비타연질캡슐,헬스웰비타연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19739,2.01E+12,헬스탑연질캡슐,헬스탑연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19742,2.01E+12,헬쓰톤연질캡슐,헬쓰톤연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19744,2.01E+12,헬씨쎌에프연질캡슐,헬씨쎌에프연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19745,2.01E+12,헬씨파워연질캡슐,헬씨파워연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19746,2.01E+12,헬타민정,헬타민정,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19748,2.01E+12,헬프비타골드연질캡슐,헬프비타골드연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19749,04ut5fuba8zfp,헬프비타연질캡슐,헬프비타연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19750,2.01E+12,헬프비타포르테연질캡슐,헬프비타포르테연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19751,2.01E+12,헬피민씨정,헬피민씨정,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19760,2.01E+12,현대란소프라졸캡슐15mg,현대란소프라졸캡슐,I005114,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
19765,A11AKP08F1244,현대플로스탑플라스타,현대플로스탑플라스타,I001572,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
19774,A11ALLLLL0209,홈타민진생엑기스연질캡슐(수출용),홈타민진생엑기스연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
19775,2.02E+12,화모클정375mg,화모클정,I003203,고지방 주의,,지방 ,,,지방,
19777,2.02E+12,화비스정,화비스정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
19792,2.01E+12,화이투벤씨플러스캡슐,화이투벤씨플러스캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19793,2.02E+12,화이트라록시펜염산염정,화이트라록시펜염산염정,I003468,"칼슘, 비타민 D 섭취 ","칼슘, 비타민D,",,"칼슘, 비타민D",,,
19795,A11AKP08G0338,화이트센스큐정,화이트센스큐정,I005713,지방 ,지방 ,,지방,,,
19796,2.02E+12,화이트케토탑카타플라스마,화이트케토탑카타플라스마,I005081,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
19797,2.02E+12,화이트케토프로플라스타,화이트케토프로플라스타,I005081,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
19803,A11AOOOOO1894,화콜노즈정,화콜노즈정,I003385,카페인 주의,,카페인 ,,,카페인,
19803,A11AOOOOO1894,화콜노즈정,화콜노즈정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19804,2.01E+12,화콜디오리지널캡슐,화콜디오리지널캡슐,I003385,카페인 주의,,카페인 ,,,카페인,
19804,2.01E+12,화콜디오리지널캡슐,화콜디오리지널캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19805,2.01E+12,화콜멀티연질캡슐,화콜멀티연질캡슐,I003385,카페인 주의,,카페인 ,,,카페인,
19805,2.01E+12,화콜멀티연질캡슐,화콜멀티연질캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
19806,2.02E+12,화콜씨노즈연질캡슐,화콜씨노즈연질캡슐,I003385,카페인 주의,,카페인 ,,,카페인,
